active_period,mint_count,burn_count,swap_count,mint_mean_period,burn_mean_period,swap_mean_period,token_burn_ratio,swapIn,swapOut,lp_avg,lp_std,creator_holding_ratio,lp_lock_ratio,is_MEV,is_rugpull
9756,1,1,10,0,9756,1158,0.0,10,0,11.11111111111111,43.792986754603625,16.9,0.0,True,True
4562556,1,0,163,0,0,29868,0.0,112,51,100.0,0.0,0.0,0.0,True,True
95076,1,0,288,0,0,5915,0.0,199,89,100.0,0.0,0.0,0.0,True,True
7188720,1,0,1154,0,0,192841,3.0,682,472,1.0,54.72069992242424,0.0,3.0,True,False
66960,1,1,0,0,66960,0,0.0,0,0,100.0,0.0,100.0,0.0,True,True
5453040,1,0,360,0,0,31883,4.0,215,145,1.0,75.21293106906545,0.0,4.0,True,False
7408668,1,0,1185,0,0,193528,0.0,699,486,1.0,56.33890396519976,0.0,0.0,True,False
6745932,1,1,1953,0,4368996,99527,1.0,1114,839,1.0,75.76998812194708,0.0,1.0,True,False
432,1,1,25,0,432,112,0.0,25,0,4.166666666666667,74.02078334269822,76.11,0.0,True,True
41292,1,1,28,0,41292,7664,0.0,13,15,16.666666666666668,76.57928396983961,86.53,0.0,True,True
7294344,1,1,82,0,7294344,83498,0.0,42,40,5.0,65.3854892158803,0.0,0.0,True,True
1008,1,1,4,0,1008,441,0.0,3,1,33.333333333333336,69.3323666599278,89.68,0.0,True,True
37116,1,0,73,0,0,1907,0.0,57,16,50.0,69.29646455628166,0.0,0.0,True,True
71928,1,1,44,0,71928,376,0.0,42,2,2.631578947368421,46.850039150688566,48.07,0.0,True,True
34716,1,0,167,0,0,3994,0.0,102,65,100.0,0.0,0.0,0.0,True,True
6695808,1,0,269,0,0,532218,0.0,137,132,2.631578947368421,63.96753317113301,0.0,0.0,True,False
5325840,1,1,27,0,5325840,15836,0.0,21,6,5.555555555555555,58.43767487199028,0.0,0.0,True,False
636,1,1,12,0,636,177,0.0,10,2,12.5,77.02439094209055,84.15,0.0,True,True
7277988,1,0,193,0,0,46078,0.0,113,80,3.0303030303030303,55.74343635774256,18.75,0.0,True,False
37620,1,0,136,0,0,2320,0.0,88,48,50.0,69.29646455628166,0.0,0.0,True,True
37212,1,0,239,0,0,4283,0.0,146,93,100.0,0.0,0.0,0.0,True,True
720,1,1,2,0,720,210,0.0,1,1,100.0,0.0,100.0,0.0,True,True
2351916,1,2,147,0,2324484,120977,0.0,69,78,3.125,42.11232836118184,38.83,0.0,True,True
254676,1,1,2,0,254676,60,0.0,1,1,100.0,0.0100000000000051,99.99,0.0,True,True
2591184,1,1,110,0,2591184,39582,0.0,57,53,7.142857142857143,53.23092830837565,0.0,0.0,True,False
2988,1,1,34,0,2988,2631,0.0,33,1,2.857142857142857,43.67064182197071,37.39,0.0,True,True
12876,1,1,5,0,12876,1130,0.0,4,1,20.0,58.12315373411873,28.65,0.0,True,True
5713344,1,1,757,0,5329392,47376,0.06,372,385,1.0,61.06700090883783,2.17,0.06,True,False
348,1,1,52,0,348,46,1.46,39,13,2.9411764705882355,72.9450716393547,74.77,1.46,True,True
492,1,1,47,0,492,314,0.0,37,10,3.703703703703704,62.61987067779448,60.37,0.0,True,True
7188,1,1,5,0,7188,1044,0.0,5,0,14.285714285714286,87.61691821299615,95.4,0.0,True,True
1572,1,1,1,0,1572,24,0.0,1,0,50.0,70.69653598303101,0.0,0.0,True,True
2688,1,1,6,0,2688,558,0.0,3,3,100.0,0.0,100.0,0.0,True,True
2724,1,1,104,0,2724,228,0.0,82,22,1.36986301369863,48.22262339244224,49.24,0.0,True,True
803544,1,2,23,0,11982,36301,0.0,23,0,4.545454545454546,32.90656013624031,3.92,0.0,True,True
744,1,1,9,0,744,225,0.0,7,2,16.666666666666668,86.07697659653249,95.23,0.0,True,True
960,1,1,61,0,960,48,0.0,49,12,2.3255813953488373,90.12594855159962,91.39,0.0,True,True
14064,1,1,17,0,14064,2342,0.0,17,0,5.0,26.040142088706045,22.9,0.0,True,True
81060,1,1,1,0,81060,336,0.0,1,0,50.0,68.2367203197809,98.0,0.0,True,True
2144196,1,0,264,0,0,221694,0.0,122,142,3.333333333333333,79.56080462975052,0.0,0.0,True,False
2464428,1,1,220,0,2464428,1405,0.0,108,112,3.333333333333333,74.0711446291109,75.53,0.0,True,False
7401228,1,0,466,0,0,919471,0.0,171,295,1.0,51.54438669729228,0.12,0.0,True,False
485784,1,0,148,0,0,9093,0.0,57,91,9.090909090909092,85.06312816213187,0.0,0.0,True,False
7490832,14,1,23392,1643934,1352196,2496113,0.0,14213,9179,1.0,7.349721083143224,1.51,0.0,True,False
1548,1,1,28,0,1548,871,0.0,21,7,8.333333333333334,69.87662770912746,74.6,0.0,True,True
6789300,28,1,257,834478,5246076,562631,0.0,124,133,1.3157894736842106,59.04382640752635,0.0,0.0,True,False
1404,1,0,90,0,0,634,0.0,79,11,100.0,0.0,0.0,0.0,True,True
5378964,1,1,224,0,5378964,96209,0.0,119,105,2.631578947368421,68.90914529482393,70.27,0.0,True,False
5703312,1,1,448,0,5332356,114519,0.0,180,268,1.9230769230769231,75.57598051477224,5.0,0.0,True,False
372,1,1,11,0,372,64,0.0,6,5,100.0,0.0,100.0,0.0,True,True
7099776,1,0,358,0,0,256410,1.02,171,187,1.96078431372549,74.46211194752858,0.0,1.02,True,False
6517620,1,0,216,0,0,93141,0.0,95,121,3.125,73.41537577374378,0.0,0.0,True,False
18960,1,1,16,0,18960,16,0.0,14,2,7.142857142857143,56.175589767391735,55.53,0.0,True,True
2436,1,1,37,0,96,157,0.0,33,4,3.125,38.15769385065087,29.73,0.0,True,True
1140,1,1,7,0,1140,624,0.0,7,0,11.11111111111111,84.50200168569317,90.76,0.0,True,True
11328,1,1,15,0,11328,3493,0.0,14,1,7.6923076923076925,74.29487253246607,79.02,0.0,True,True
5759040,1,1,209,0,5759040,53624,0.0,103,106,2.5,77.0972762164786,78.44,0.0,True,False
5957844,1,1,566,0,5245032,314817,0.0,270,296,1.25,73.02908804031449,2.14,0.0,True,False
840,2,2,0,384,756,0,0.0,0,0,50.0,26.742778464475226,31.09,0.0,True,True
91476,1,1,57,0,91476,493,0.0,55,2,1.9230769230769231,49.452630948133695,49.87,0.0,True,True
3752904,1,0,412,0,0,27316,0.0,177,235,2.380952380952381,72.59945260845717,10.0,0.0,True,False
7477200,859,0,3915,894949,0,714530,10.72,2199,1716,1.0,38.47960758635672,0.0,10.72,True,False
5365308,1,2,560,0,5352714,23247,0.0,216,344,1.8867924528301887,75.32191464915834,76.4,0.0,True,True
1788,1,1,89,0,1788,423,0.0,69,20,1.851851851851852,58.80581159866582,45.1,40.0,True,True
1320,1,0,109,0,0,332,0.0,103,6,100.0,0.0,0.0,0.0,True,True
4008,1,1,1,0,4008,0,0.0,1,0,33.333333333333336,39.4038403373749,46.72,0.0,True,True
8808,1,1,3,0,8808,2360,0.0,3,0,20.0,69.71644067219727,81.75,0.0,True,False
4572000,1,0,315,0,0,94167,0.0,172,143,1.4705882352941178,68.45018394681597,0.0,0.0,True,False
4769940,1,0,212,0,0,52733,0.0,98,114,2.7777777777777777,69.9818480433002,9.0,0.0,True,False
97584,1,1,2,0,97584,97386,0.0,2,0,25.0,50.39980952344959,37.92,0.0,True,True
1224,1,1,4,0,1224,393,0.0,2,2,100.0,0.0,0.0,0.0,True,True
516,1,1,175,0,516,69,0.0,93,82,2.0408163265306123,64.61907278309509,65.95,0.0,True,True
3292452,1,0,2,0,0,1646268,0.0,1,1,50.0,70.4985460842988,0.0,0.0,True,True
192,1,1,6,0,192,22,0.0,6,0,12.5,80.73859052522529,88.0,0.0,True,True
300,1,0,8,0,0,153,0.0,5,3,20.0,60.43416252418825,0.0,0.0,True,False
7061952,1,1,53,0,7061952,3951,0.0,29,24,5.2631578947368425,68.85432482690123,72.26,0.0,True,True
84588,1,1,6,0,84588,280,0.0,6,0,14.285714285714286,55.04260142315742,0.0,0.0,True,True
456,1,1,19,0,456,168,0.0,11,8,33.333333333333336,81.2947062647173,0.0,0.0,True,True
1668,1,1,69,0,1668,523,0.0,52,17,2.380952380952381,53.76567049530328,54.2,0.0,True,True
1030812,1,1,19,0,9924,54726,0.0,19,0,5.555555555555555,67.72621985284248,71.07,0.0,True,True
3876,1,1,254,0,3876,3192,0.0,134,120,1.4705882352941178,41.59360944975592,42.31,0.0,True,True
6904992,1,1,419,0,2846112,313686,0.0,168,251,2.857142857142857,82.60598542824503,0.0,0.0,True,False
45492,1,1,160,0,7524,929,0.0,89,71,2.702702702702702,37.903965776968775,13.37,0.0,True,True
21528,1,0,59,0,0,1306,0.0,47,12,50.0,69.29646455628166,0.0,0.0,True,True
7299108,1,1,81,0,456,90256,0.0,43,38,4.0,57.99295646886785,58.76,0.0,True,True
7479360,284,0,16378,718064,0,566489,0.19,11727,4651,1.0,27.41140091275889,10.0,0.19,True,False
1671156,1,1,13,0,148152,129329,0.0,12,1,9.090909090909092,43.62420210262772,43.46,0.0,True,True
23556,1,1,21,0,23556,669,0.0,19,2,5.882352941176471,70.41298639413881,73.82,0.0,True,True
6217404,1,0,387,0,0,56053,0.0,204,183,1.9230769230769231,72.39032053867638,0.0,0.0,True,False
1608,1,1,3,0,1608,8,0.0,3,0,12.5,85.56179053759921,92.5,0.0,True,True
684,1,1,36,0,684,348,0.0,28,8,4.761904761904762,48.95337358869444,46.93,0.0,True,True
2919300,1,1,458,0,2919300,263263,3.0,192,266,6.25,76.00871134284544,0.0,3.0,True,False
1387740,2,3,33,534,600752,18451,0.0,28,5,8.333333333333334,52.23698147226094,6.69,0.0,True,True
4919940,1,0,146,0,0,34178,0.0,102,44,100.0,0.0,0.0,0.0,True,True
175428,1,1,44,0,175428,42279,0.0,43,1,2.4390243902439024,33.3842567687226,21.02,0.0,True,True
7506828,1,1,4581,0,1132164,1804131,0.0,2525,2056,1.0,77.46353464695493,0.0,0.0,True,False
21756,1,1,3,0,21756,9828,0.0,3,0,33.333333333333336,40.58579636605233,49.41,0.0,True,True
7152,1,1,23,0,7152,733,0.0,22,1,5.2631578947368425,39.53181889646817,0.0,0.0,True,True
2028,1,0,103,0,0,864,0.0,71,32,100.0,0.0,0.0,0.0,True,True
32352,1,0,189,0,0,2148,0.0,129,60,50.0,69.29646455628166,0.0,0.0,True,True
7263012,1,0,1337,0,0,138681,1.84,772,565,1.0,38.95481356649011,0.3,1.84,True,False
2544900,1,0,57,0,0,176679,0.0,45,12,25.0,86.01399304764313,0.0,0.0,True,True
7516944,4,2,19419,3702285,4308018,3247413,0.0,11898,7521,1.0,18.47146177215004,3.1,0.0,True,False
17100,1,1,3,0,17100,8476,0.0,3,0,25.0,32.0816115555313,21.12,0.0,True,True
15240,1,1,2,0,15240,1056,0.0,2,0,50.0,70.66118099777275,99.96,0.0,True,True
2585640,1,1,60,0,2585640,2913,0.0,27,33,5.882352941176471,56.64967748207864,60.12,0.0,True,False
15576,1,1,1,0,15576,1644,0.0,1,0,50.0,70.66825171178355,99.97,0.0,True,True
1595088,1,0,241,0,0,68047,13.92,123,118,2.1739130434782608,64.62906197813733,0.0,13.92,True,False
334224,1,1,1,0,334224,2988,0.0,1,0,50.0,28.354981925580557,70.05,0.0,True,True
190248,1,1,126,0,172884,61288,0.0,124,2,4.545454545454546,96.26465295782722,98.59,0.0,True,True
2270844,1,0,12,0,0,473334,0.0,7,5,25.0,63.35507398780307,20.0,0.0,True,False
4224,1,1,21,0,4224,579,0.0,19,2,6.25,32.86879523195214,36.87,0.0,True,True
3901524,1,0,2,0,0,1950894,0.0,0,2,1.0,69.83757727756604,0.0,0.0,True,False
1632,12,1,96,908,1632,846,0.0,65,31,2.083333333333333,42.85123374342135,43.77,0.0,True,False
55224,1,1,8,0,55224,1041,0.0,8,0,20.0,77.05672001843837,88.65,0.0,True,True
4884,1,1,69,0,4884,3431,0.0,52,17,2.272727272727273,33.421903405891285,35.03,0.0,True,True
1008,1,1,22,0,1008,887,0.0,21,1,4.545454545454546,71.5698648492887,72.07,0.0,True,True
9264,1,1,7,0,9264,606,0.0,7,0,100.0,0.0,100.0,0.0,True,True
88728,1,1,2,0,88728,3882,0.0,2,0,50.0,70.38540899930894,99.77,0.0,True,True
7193424,1,0,112,0,0,133469,0.0,55,57,7.142857142857143,77.15662771272474,7.0,0.0,True,False
262224,2,1,16,84150,167220,34604,0.0,12,4,7.142857142857143,81.876954284201,85.92,0.0,True,True
1584,1,1,29,0,1584,619,0.0,28,1,3.333333333333333,68.25583686884711,70.19,0.0,True,True
7494864,1,1,4227,0,1280088,1040961,0.0,1968,2259,1.0,49.17428494650428,0.0,0.0,True,False
300,1,1,48,0,300,79,0.0,38,10,2.857142857142857,52.145976423333536,50.2,0.0,True,True
294852,1,3,395,0,135000,43062,0.0,371,24,1.0,47.74604800399725,34.3,0.0,True,True
507564,1,1,12,0,507564,151966,0.0,10,2,11.11111111111111,69.44559605267358,75.33,0.0,True,True
13644,1,1,9,0,13644,3918,0.0,9,0,6.25,38.601054389744334,2.19,0.0,True,True
6768,1,0,353,0,0,2752,0.0,208,145,100.0,0.0,0.0,0.0,True,True
5671584,1,0,48,0,0,799857,0.0,38,10,25.0,49.63077472697761,0.0,0.0,True,True
4380,1,1,39,0,4380,1395,0.0,33,6,5.882352941176471,30.70134246921077,0.0,0.0,True,True
6156,1,0,11,0,0,2030,0.0,6,5,20.0,46.05122473941383,42.38,0.0,True,False
39828,1,0,128,0,0,2555,0.0,92,36,50.0,69.29646455628166,0.0,0.0,True,True
7212744,1,0,747,0,0,109466,0.0,340,407,1.4705882352941178,66.27079287465405,0.0,0.0,True,False
3169416,1,1,23,0,1584,274188,0.0,21,2,10.0,38.546255330446826,0.0,0.0,True,True
9144,1,1,21,0,9144,858,0.0,21,0,5.0,71.43349984426077,74.2,0.0,True,True
264,1,1,25,0,264,7,0.0,21,4,5.2631578947368425,51.28710179495735,42.98,0.0,True,True
2697156,1,1,94,0,2697156,359186,0.0,50,44,3.571428571428572,55.42148448803175,0.0,0.0,True,True
535668,1,0,259,0,0,99855,0.0,219,40,50.0,70.0035713374682,0.0,0.0,True,True
7116,1,1,20,0,7116,467,0.0,20,0,5.555555555555555,71.52682193104594,74.75,0.0,True,True
2512404,1,0,2,0,0,1405908,0.0,2,0,100.0,0.0,100.0,0.0,True,False
7532088,7,3,12688,665789,3076560,2023164,0.38,7885,4803,1.0,8.072465546535335,0.0,0.38,True,False
417936,1,1,135,0,417936,4053,0.84,101,34,1.3157894736842106,41.92673176914823,42.87,0.84,True,True
7506948,1,0,220,0,0,101381,0.0,115,105,4.166666666666667,81.48911501953293,0.0,0.0,True,False
1373256,1,0,68,0,0,20346,5.0,36,32,6.666666666666667,71.92101037480863,0.0,5.0,True,False
6398028,1,0,1418,0,0,52320,1.95,822,596,1.0,64.63914680748816,0.0,1.95,True,False
57420,1,1,52,0,57420,247,0.0,40,12,3.0303030303030303,54.54100295218548,9.58,0.0,True,True
1512,1,1,3,0,1512,604,0.0,3,0,33.333333333333336,33.70613099521609,60.49,0.0,True,True
456,1,1,28,0,456,242,0.0,14,14,11.11111111111111,53.93425782067152,58.4,0.0,True,True
4236,1,1,60,0,3660,1711,0.0,45,15,2.5641025641025643,35.31998671486811,32.29,0.0,True,True
660,1,1,41,0,660,514,0.0,19,22,12.5,84.24330952663244,91.3,0.0,True,True
23328,1,0,253,0,0,2286,0.0,152,101,100.0,0.0,0.0,0.0,True,True
2412,1,1,13,0,2412,1214,0.0,9,4,20.0,66.8065520738797,79.73,0.0,True,True
696,1,1,36,0,696,152,0.0,24,12,4.0,42.70823573972589,40.8,0.0,True,True
24084,1,0,342,0,0,6176,0.0,190,152,100.0,0.0,0.0,0.0,True,True
18084,1,1,3,0,18084,560,0.0,3,0,25.0,73.58838155578637,88.53,0.0,True,True
76884,1,1,4,0,76884,576,0.0,3,1,33.333333333333336,80.5841303648967,99.13,0.0,True,True
2805900,1,0,130,0,0,22752,0.0,90,40,100.0,0.0,0.0,0.0,True,True
504,1,1,5,0,504,225,0.0,3,2,33.333333333333336,78.20288016861443,97.18,0.0,True,True
21912,1,0,478,0,0,4216,0.0,297,181,100.0,0.0,0.0,0.0,True,True
264,1,1,0,0,264,0,0.0,0,0,50.0,53.74011537017761,88.0,0.0,True,True
444,1,1,17,0,444,174,0.0,8,9,25.0,80.57497378218623,1.0,0.0,True,True
6516,2,2,10,3084,4374,1983,0.0,9,1,25.0,56.26861736350023,73.4,0.0,True,True
11520,1,0,121,0,0,1766,0.0,79,42,50.0,69.29646455628166,0.0,0.0,True,True
540,1,1,22,0,540,218,69.0,12,10,12.5,63.67627815756823,22.71,69.0,True,True
15324,1,1,12,0,15324,417,0.0,12,0,10.0,34.85131704828384,0.0,0.0,True,True
7337736,1,0,389,0,0,2526282,0.0,150,239,1.0,48.39945867465879,39.58,0.0,True,False
80520,1,1,23,0,80520,317,0.0,18,5,5.555555555555555,85.4683756979413,88.61,0.0,True,True
75012,1,1,0,0,75012,0,0.0,0,0,50.0,22.62741699796952,66.0,0.0,True,True
6976980,1,1,16,0,312,1308318,69.0,9,7,14.285714285714286,61.26900171725154,13.57,69.0,True,True
4224,1,1,144,0,4224,252,0.0,135,9,1.0,78.91286777199248,79.41,0.0,True,True
288,1,0,66,0,0,85,0.0,29,37,100.0,0.0,0.0,0.0,True,True
18240,1,1,473,0,504,235,0.67,243,230,1.0,23.550681518801117,24.22,0.67,True,True
5135472,1,0,273,0,0,100006,0.0,150,123,2.083333333333333,70.1252838378094,5.0,0.0,True,False
7264896,1,0,391,0,0,57715,2.98,200,191,1.9230769230769231,75.02971108936677,0.0,2.98,True,False
192,1,0,192,0,0,75,0.0,115,77,100.0,0.0,0.0,0.0,True,False
1212,1,1,47,0,108,74,0.0,36,11,3.125,33.60368729767612,28.74,0.0,True,True
168,1,1,10,0,168,57,0.0,7,3,16.666666666666668,56.7027979909281,60.82,0.0,True,True
252,1,1,27,0,132,46,0.0,17,10,7.6923076923076925,55.99135901740006,55.73,0.0,True,True
1116,1,1,52,0,1116,78,0.0,39,13,2.9411764705882355,44.35304220615736,36.04,0.0,True,True
1068,1,1,5,0,1068,276,0.0,3,2,25.0,33.594879074049366,17.66,0.0,True,True
6515784,1,0,221,0,0,133261,0.0,115,106,3.0303030303030303,82.92500944171844,0.0,0.0,True,False
4920,1,1,73,0,4920,113,0.0,52,21,2.4390243902439024,44.6804919509131,46.46,0.0,True,True
7177440,1,0,388,0,0,124721,20.82,181,207,1.818181818181818,56.88750781546461,3.95,20.82,True,False
144,1,1,4,0,144,51,0.0,4,0,16.666666666666668,82.52353199744503,92.0,0.0,True,True
88428,1,1,16,0,88428,5706,0.0,14,2,14.285714285714286,30.99727568674383,37.51,0.0,True,True
1296,1,1,65,0,1296,345,0.0,59,6,1.7857142857142858,35.434003846184645,30.43,0.0,True,True
52284,1,1,32,0,52284,4332,0.0,28,4,3.571428571428572,68.72767762283667,68.05,0.0,True,True
7416504,1,1,442,0,1385304,758100,0.0,259,183,1.0,33.89394636214554,0.0,0.0,True,True
7481880,1,1,4506,0,1176120,652674,0.0,1850,2656,1.0,60.07074079782932,0.0,0.0,True,False
7208172,1,1,20,0,7208172,2618707,0.0,13,7,16.666666666666668,76.06534361981151,85.81,0.0,True,False
2578512,1,1,121,0,1332456,52570,0.0,95,26,1.162790697674419,51.88711183346597,0.0,49.8,True,False
1260,1,1,10,0,1260,452,0.0,7,3,16.666666666666668,55.13771606925094,47.03,0.0,True,True
1188,1,1,16,0,1188,1142,0.0,8,8,16.666666666666668,88.02453142921767,97.02,0.0,True,True
33792,1,1,4,0,33792,495,0.0,4,0,25.0,84.30242760442906,98.01,0.0,True,True
540,1,1,12,0,540,235,0.0,9,3,7.142857142857143,55.153417327099,44.34,0.0,True,True
324,1,1,20,0,132,60,0.0,15,5,8.333333333333334,53.96433698903997,44.17,0.0,True,True
4958340,50,1,190,100265,900,53176,0.0,92,98,1.1904761904761905,38.875066559428525,39.64,0.0,True,True
89292,1,1,12,0,89292,716,0.0,12,0,7.142857142857143,78.04515826475996,82.31,0.0,True,True
636,1,1,18,0,636,160,0.0,18,0,5.0,64.63894027596677,67.31,0.0,True,True
4036644,1,0,613,0,0,61347,0.0,267,346,1.492537313432836,72.25825709156324,0.0,0.0,True,False
30972,1,0,65,0,0,5351,0.0,56,9,100.0,0.0,0.0,0.0,True,True
7495896,1,0,1237,0,0,658213,0.0,752,485,1.0,28.96175926976812,3.0,0.0,True,False
1824,1,0,74,0,0,491,0.0,65,9,100.0,0.0,0.0,0.0,True,True
768,1,1,48,0,768,403,0.0,35,13,3.225806451612903,72.51086932983044,74.51,0.0,True,True
5881944,1,0,1269,0,0,47720,0.0,714,555,1.0,62.59600226851549,0.0,0.0,True,False
960,1,1,44,0,960,614,0.0,42,2,2.272727272727273,36.19131889882385,34.67,0.0,True,True
5234844,1,0,187,0,0,80903,0.0,96,91,2.7777777777777777,74.00721796629783,0.5,0.0,True,False
78588,1,0,74,0,0,13571,0.0,33,41,9.090909090909092,66.94978695057418,0.0,0.0,True,False
12276,1,1,17,0,996,964,0.0,12,5,11.11111111111111,60.58672205103101,22.19,0.0,True,True
45744,1,1,167,0,40404,9204,0.0,144,23,1.1363636363636365,79.34887379621262,1.49,0.0,True,True
82404,1,1,34,0,82404,1688,0.0,28,6,2.9411764705882355,30.881125874781787,27.7,0.0,True,True
4862484,1,0,177,0,0,47154,0.0,95,82,4.761904761904762,76.19962951415995,0.0,0.0,True,False
7454868,1,0,9815,0,0,1159695,0.0,6391,3424,1.0,31.43429655646837,0.0,0.0,True,False
312,1,1,36,0,312,103,0.0,24,12,5.0,53.78519220008421,53.7,0.0,True,True
4965960,1,1,260,0,3735012,63065,0.0,135,125,2.2222222222222223,74.71610848181712,76.08,0.0,True,False
6859440,1,1,432,0,6859440,105603,40.0,189,243,1.7241379310344829,56.01436949261478,40.84,40.0,True,False
23160,1,0,271,0,0,5146,0.0,163,108,100.0,0.0,0.0,0.0,True,True
31620,1,0,137,0,0,2992,0.0,91,46,50.0,69.29646455628166,0.0,0.0,True,True
16104,1,0,274,0,0,3237,0.0,171,103,100.0,0.0,0.0,0.0,True,True
108,2,1,5,48,108,62,0.0,3,2,100.0,0.0,100.0,0.0,True,True
4613904,1,0,190,0,0,79900,0.0,100,90,2.4390243902439024,68.06269640165173,2.38,0.0,True,False
384,1,1,29,0,384,4,0.0,29,0,3.225806451612903,42.94345419344506,24.66,0.0,True,True
108,1,1,3,0,108,8,0.0,3,0,20.0,51.75044830723692,54.9,0.0,True,True
11412,1,1,6,0,11412,11086,0.0,6,0,12.5,71.78342566358894,77.83,0.0,True,True
420,1,1,33,0,372,126,0.0,33,0,3.703703703703704,70.26070244032152,72.26,0.0,True,True
636,15,0,115,353,0,264,0.0,78,37,100.0,0.0,0.0,0.0,True,True
79644,1,0,38,0,0,11542,0.0,18,20,10.0,66.15613425828326,6.29,0.0,True,False
1668,1,0,123,0,0,581,0.0,107,16,100.0,0.0,0.0,0.0,True,True
528,1,1,12,0,528,393,0.0,5,7,33.333333333333336,57.59959953564493,79.26,0.0,True,True
5542560,1,0,273,0,0,72597,0.0,134,139,2.0,64.35515597059805,3.0,0.0,True,False
1908,1,1,20,0,1908,715,0.0,18,2,5.2631578947368425,82.66745206899117,85.29,0.0,True,True
1006176,1,0,295,0,0,4878,0.75,120,175,2.4390243902439024,78.147925132015,1.6,0.75,True,False
33624,1,1,39,0,936,1362,0.0,35,4,3.0303030303030303,62.47530874697862,64.37,0.0,True,True
82200,1,0,137,0,0,4511,6.0,64,73,4.3478260869565215,68.62452844535858,3.71,6.0,True,False
2268,1,1,3,0,2268,768,0.0,3,0,33.333333333333336,17.861704845842684,46.0,0.0,True,True
1032,1,1,17,0,1032,400,0.0,7,10,25.0,83.8608037166351,97.62,0.0,True,True
65088,2,3,268,1878,24772,5616,0.0,85,183,1.6666666666666667,37.67386406161882,37.81,0.0,True,True
22236,1,1,7,0,132,3264,0.0,5,2,25.0,84.58181483037592,98.25,0.0,True,True
97800,1,1,0,0,97800,0,0.0,0,0,100.0,0.0,100.0,0.0,True,True
33180,1,1,5,0,33180,0,0.0,5,0,14.285714285714286,54.12907325484681,55.2,0.0,True,True
1104,1,1,10,0,1104,310,0.0,7,3,16.666666666666668,60.25253438653016,67.89,0.0,True,True
7125972,1,1,87,0,7125972,94026,0.0,37,50,7.142857142857143,77.7584506202197,82.05,0.0,True,True
5784,1,1,25,0,5784,235,0.0,23,2,4.3478260869565215,75.36699935186721,77.98,0.0,True,True
360,1,1,24,0,360,113,0.0,14,10,9.090909090909092,89.38051023064764,94.28,0.0,True,True
2082216,1,0,163,0,0,26807,0.0,69,94,5.0,71.3366721960031,6.0,0.0,True,False
7567884,53,0,5550,1041,0,1452736,0.0,3269,2281,1.0,11.213447284399209,0.0,0.0,True,False
58164,1,0,148,0,0,3388,0.0,100,48,50.0,69.29646455628166,0.0,0.0,True,True
49812,1,1,17,0,49812,2673,0.15,17,0,5.882352941176471,38.56498289747259,13.93,0.15,True,True
324,1,0,13,0,0,270,0.0,9,4,100.0,0.0,0.0,0.0,True,True
63480,1,0,393,0,0,9185,0.0,244,149,100.0,0.0,0.0,0.0,True,True
268212,1,1,15,0,268212,268026,0.0,7,8,20.0,75.59121774386227,6.86,0.0,True,True
2373288,1,1,9,0,2373288,25944,0.0,7,2,14.285714285714286,69.97188853900032,78.9,0.0,True,True
5052,1,0,1,0,0,5052,0.05,0,1,50.0,70.63289672666696,0.0,0.05,True,True
1356,1,0,123,0,0,340,0.0,113,10,100.0,0.0,0.0,0.0,True,True
144,1,1,12,0,144,25,0.0,10,2,9.090909090909092,53.588695551478864,49.66,0.0,True,True
444,1,1,1,0,444,0,0.0,1,0,100.0,0.0,100.0,0.0,True,True
56724,1,1,34,0,56724,5390,0.0,32,2,3.333333333333333,50.43725474950701,50.95,0.0,True,True
396,1,1,8,0,396,162,0.0,6,2,20.0,83.01454932721133,94.18,0.0,True,True
684,1,1,8,0,684,114,0.0,5,3,25.0,84.53589829179082,98.2,0.0,True,True
540,1,1,31,0,540,330,0.0,23,8,4.761904761904762,64.40729761226044,67.38,0.0,True,True
5964096,1,1,1068,0,3087468,144609,0.0,441,627,1.0,74.27583927496208,1.96,0.0,True,False
31056,1,0,145,0,0,2893,0.0,101,44,50.0,67.88225099390856,0.0,0.0,True,True
29904,1,1,44,0,29904,4438,0.0,34,10,3.225806451612903,73.91397017544638,75.55,0.0,True,True
35040,1,1,3,0,35040,11684,0.0,2,1,33.333333333333336,50.70588591738307,25.64,0.0,True,True
3024,1,1,42,0,3024,1215,0.0,38,4,5.0,35.43531148445009,23.79,0.0,True,True
12312,1,1,18,0,12312,975,0.0,11,7,16.666666666666668,54.73095924611591,57.35,0.0,True,True
29904,1,1,5,0,29904,6297,0.0,5,0,16.666666666666668,56.15865293968508,0.0,0.0,True,True
396,1,1,35,0,396,65,0.0,31,4,3.333333333333333,50.00871090786752,46.73,0.0,True,True
252,1,1,1,0,252,168,0.0,1,0,100.0,0.0,100.0,0.0,True,True
7510860,1,2,1735,0,2563974,1713588,0.0,991,744,1.0,16.83543881221989,0.0,0.0,True,False
262764,1,1,71,0,60336,7961,0.0,67,4,1.5384615384615383,30.6867530929001,28.74,0.0,True,True
75096,1,1,81,0,75096,562,0.0,60,21,2.4390243902439024,66.62308700406503,68.13,0.0,True,True
7324152,1,1,8627,0,1102044,2233223,0.0,3723,4904,1.0,34.74307988650405,0.0,0.0,True,False
384,1,1,16,0,384,206,0.0,8,8,16.666666666666668,72.68888589965684,82.52,0.0,True,True
4843968,1,0,142,0,0,184662,0.0,74,68,2.857142857142857,69.26387710364308,4.0,0.0,True,False
7430676,1,1,227,0,7430676,40113,0.0,100,127,3.333333333333333,63.96079580493039,62.59,0.0,True,False
